Mass-to-Charge-State Ratio (Da),Uncorrected Count,Corrected Count,Background Estimate
0.0,0.0,-119.49071888809404,100.36944818604564
0.01,0.0,-47.67775547544888,100.36944818604564
0.02,0.0,-36.01193805354755,45.95845433335643
0.03,0.0,-30.172668454417877,35.26902579635352
0.04,0.0,-26.494307213267625,29.733954209432323
0.05,0.0,-23.902699050458473,26.196415133758293
0.06,0.0,-21.949285179922782,23.683493919802654
0.07,0.0,-20.408520325241117,21.779285588540546
0.08,0.0,-19.152815743541716,20.271702518819993
0.09,0.0,-18.103806589456152,19.039623071420216
0.1,0.0,-17.21033288750148,18.008138993368405
0.11,0.0,-16.437381440488203,17.128089806500284
0.12,0.0,-15.760071959566634,16.365691003715394
0.13,0.0,-15.160169954254602,15.696854680274066
0.14,0.0,-14.62396659532348,15.103878376728115
0.15,0.0,-14.140928312030304,14.573421978163982
0.16,0.0,-13.702810471092041,14.095214889518957
0.17,0.0,-13.303054654546282,13.661204642875648
0.18,0.0,-12.936368804653354,13.264976109830867
0.19,0.0,-12.598430631198026,12.901345474674722
0.2,0.0,-12.285668981662845,12.56607484736497
0.21,0.0,-11.995105292880565,12.25565852128101
0.22,0.0,-11.724231401518173,11.967169670084816
0.23,0.0,-11.470919183439692,11.69814209211129
0.24,0.0,-11.233349385763686,11.446481518661086
0.25,0.0,-11.009955836918442,11.21039599577878
0.26,0.0,-10.799382531299713,10.988342359284442
0.27,0.0,-10.600447985694887,10.77898343864069
0.28,0.0,-10.412118297984792,10.581153724678941
0.29,0.0,-10.233483424496228,10.393832547510545
0.3,0.0,-10.063738762167585,10.216121307553548
0.31,1.0,-8.902170724225504,10.047225117302983
0.32,3.0,-6.7481432695358,9.886438555821437
0.33,0.0,-9.601087233372546,9.733132794136395
0.34,2.0,-7.460492400000699,9.586744985613977
0.35000000000000003,2.0,-7.325898740793731,9.446770159727636
0.36,0.0,-9.19689134783907,9.312753115826837
0.37,2.0,-7.073093996636762,9.184283058719304
0.38,3.0,-5.954165271797751,9.060987340183598
0.39,1.0,-7.839794215905012,8.942528001899898
0.4,2.0,-6.729696634025752,8.828596589846141
0.41000000000000003,4.0,-4.623613305572162,8.718911770112346
0.42,2.0,-6.521305811976459,8.613216408273171
0.43,7.0,-1.4225552849934262,8.511274112318661
0.44,3.0,-5.327160499351859,8.412867980956783
0.45,3.0,-5.234935428964247,8.317798338637022
0.46,2.0,-6.145708352857152,8.225880530178634
0.47000000000000003,2.0,-6.059320245845865,8.136944265119585
0.48,6.0,-1.9756237652555002,8.05083182957729
0.49,3.0,-4.894481880014227,7.967396774946492
0.5,4.0,-3.8157673938161354,7.886503262248201
0.51,5.0,-2.739361574214474,7.80802481043221
0.52,4.0,-3.6651534373659413,7.731843581121394
0.53,4.0,-3.5930400460538996,7.6578494845420835
0.54,8.0,0.4770755764740938,7.585940119919418
0.55,3.0,-4.454715970726205,7.516019225756656
0.56,8.0,0.6116701297506901,7.447996679835179
0.5700000000000001,4.0,-3.3236863710842988,7.381788380005205
0.58,6.0,-1.2607104905916056,7.317314932883661
0.59,8.0,0.800668104706263,7.25450189227276
0.6,6.0,-1.139483827991714,7.193279282322859
0.61,7.0,-0.0811042402532739,7.133580822672116
0.62,6.0,-1.0241336466457551,7.075344703306834
0.63,1.0,-5.968516376433583,7.018511915631493
0.64,5.0,-1.9141996199039928,6.963027027329079
